instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
290,s2_real,valid,valid,valid,"The reference describes a real paper titled 'A Secure Smart-Card Based Authentication and Key Agreement Scheme for Telecare Medicine Information Systems' authored by Tian-Fu Lee and Chuan-Ming Liu, published in the Journal of Medical Systems in 2013. The DOI 10.1007/s10916-013-9933-8 correctly resolves to this paper. All provided details are consistent and accurate.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'A Secure Smart-Card Based Authentication and Key Agreement Scheme for Telecare Medicine Information Systems' authored by Tian-Fu Lee and Chuan-Ming Liu, published in the Journal of Medical Systems in 2013. The DOI 10.1007/s10916-013-9933-8 correctly resolves to this paper. All provided details are consistent and accurate."",
  ""confidence"": ""high""
} ",835,159,0.028678,6.162,1,"[""A Secure Smart-Card Based Authentication and Key Agreement Scheme for Telecare Medicine Information Systems Tian-Fu Lee Chuan-Ming Liu DOI 10.1007/s10916-013-9933-8""]",,False,,
291,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Impact of future land use and land cover changes on atmospheric chemistry-climate interactions' by authors L. Ganzeveld, L. Bouwman, E. Stehfest, D. P. van Vuuren, B. Eickhout, and J. Lelieveld, published in the Journal of Geophysical Research in 2010. The DOI 10.1029/2010JD014041 correctly resolves to this paper. The provided BibTeX entry accurately reflects the paper's details, including the title, authors, journal, volume, and year.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Impact of future land use and land cover changes on atmospheric chemistry-climate interactions' by authors L. Ganzeveld, L. Bouwman, E. Stehfest, D. P. van Vuuren, B. Eickhout, and J. Lelieveld, published in the Journal of Geophysical Research in 2010. The DOI 10.1029/2010JD014041 correctly resolves to this paper. The provided BibTeX entry accurately reflects the paper's details, including the title, authors, journal, volume, and year."",
  ""confidence"": ""high""
} ",863,183,0.028987,4.55,1,"[""Impact of future land use and land cover changes on atmospheric chemistry-climate interactions DOI 10.1029/2010JD014041""]",,False,,
292,s2_real,valid,fabricated,fabricated,"The DOI 10.9734/jamps/2019/v21i330133 does not resolve to any existing document, and searches for the title and authors did not yield any matching publications. Additionally, the 'Journal of Advances in Medical and Pharmaceutical Sciences' does not appear to be a recognized or reputable journal.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The DOI 10.9734/jamps/2019/v21i330133 does not resolve to any existing document, and searches for the title and authors did not yield any matching publications. Additionally, the 'Journal of Advances in Medical and Pharmaceutical Sciences' does not appear to be a recognized or reputable journal."",
  ""confidence"": ""high""
} ",878,136,0.028555,4.301,1,"[""Challenges in Providing Immunization Services amongst Community Pharmacists in South-south, Nigeria: A Cross-sectional Study DOI 10.9734/jamps/2019/v21i330133""]",,False,,
293,iclr2026,fabricated,fabricated,fabricated,"The reference provides a DOI (10.24963/ijcai.2019/276) that corresponds to a real paper titled 'Conditional GAN with Discriminative Filter Generation for Text-to-Video Synthesis' published in the Proceedings of the 28th International Joint Conference on Artificial Intelligence (IJCAI) in 2019. However, the authors listed in the reference (Yugandhar Balaji, Jianwei Yang, Zhen Xu, Menglei Chai, Zhoutong Xu, Ersin Yumer, Greg Shakhnarovich, Deva Ramanan) do not match the actual authors of the paper, who are Yogesh Balaji, Martin Renqiang Min, Bing Bai, Rama Chellappa, and Hans Peter Graf. This di",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference provides a DOI (10.24963/ijcai.2019/276) that corresponds to a real paper titled 'Conditional GAN with Discriminative Filter Generation for Text-to-Video Synthesis' published in the Proceedings of the 28th International Joint Conference on Artificial Intelligence (IJCAI) in 2019. However, the authors listed in the reference (Yugandhar Balaji, Jianwei Yang, Zhen Xu, Menglei Chai, Zhoutong Xu, Ersin Yumer, Greg Shakhnarovich, Deva Ramanan) do not match the actual authors of the paper, who are Yogesh Balaji, Martin Renqiang Min, Bing Bai, Rama Chellappa, and Hans Peter Graf. This discrepancy indicates that the reference is fabricated."",
  ""confidence"": ""high""
} ",892,228,0.02951,4.882,1,"[""Conditional gan with discriminative filter generation for text-to-video synthesis DOI 10.24963/ijcai.2019/276""]",,False,,
294,s2_real,valid,fabricated,fabricated,"A search for the paper titled 'Standardization and automation for radiotherapy treatment planning system commissioning' by A. Wexler from 2016 yielded no results, suggesting the paper does not exist.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Standardization and automation for radiotherapy treatment planning system commissioning' by A. Wexler from 2016 yielded no results, suggesting the paper does not exist."",
  ""confidence"": ""high""
} ",775,95,0.027888,5.362,1,"[""Standardization and automation for radiotherapy treatment planning system commissioning A. Wexler 2016""]",,False,,
295,s2_real,valid,fabricated,fabricated,"The reference lacks a proper author name, venue, DOI, and arXiv ID. 'Nuclear Safety' is not a plausible author name, and there is no venue provided to verify the existence of the paper.",high,"```json
{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference lacks a proper author name, venue, DOI, and arXiv ID. 'Nuclear Safety' is not a plausible author name, and there is no venue provided to verify the existence of the paper."",
  ""confidence"": ""high""
}
```",765,73,0.002642,2.075,0,[],,False,,
296,iclr2026,fabricated,fabricated,fabricated,"A search for the article titled 'Coarse-graining biomolecular simulations via statistical learning' by E. Brini, G. Jayachandran, and M. Karplus in the Journal of Chemical Physics (J. Chem. Phys.) from 2021 yielded no results. Additionally, there is no record of an author named G. Jayachandran associated with Martin Karplus. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the article titled 'Coarse-graining biomolecular simulations via statistical learning' by E. Brini, G. Jayachandran, and M. Karplus in the Journal of Chemical Physics (J. Chem. Phys.) from 2021 yielded no results. Additionally, there is no record of an author named G. Jayachandran associated with Martin Karplus. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",787,159,0.028557,3.707,1,"[""Coarse-graining biomolecular simulations via statistical learning E. Brini, G. Jayachandran, M. Karplus J. Chem. Phys. 2021""]",,False,,
297,s2_real,valid,valid,valid,"The reference provides a DOI (10.1109/IGARSS.2018.8519043) that corresponds to a paper titled 'Incorporating Incidence Angle Variation into SAR Image Segmentation' by A. Doulgeris and Anca Cristea, presented at the IEEE International Geoscience and Remote Sensing Symposium in 2018. The title, authors, year, and venue are consistent with the DOI, confirming the paper's existence and accuracy of the citation details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference provides a DOI (10.1109/IGARSS.2018.8519043) that corresponds to a paper titled 'Incorporating Incidence Angle Variation into SAR Image Segmentation' by A. Doulgeris and Anca Cristea, presented at the IEEE International Geoscience and Remote Sensing Symposium in 2018. The title, authors, year, and venue are consistent with the DOI, confirming the paper's existence and accuracy of the citation details."",
  ""confidence"": ""high""
} ",859,165,0.028798,5.738,1,"[""Incorporating Incidence Angle Variation into Sar Image Segmentation DOI 10.1109/IGARSS.2018.8519043""]",,False,,
298,s2_real,valid,valid,valid,"The reference accurately describes a real paper titled 'Dynamical analysis of an innovation diffusion model with evaluation period' authored by Rakesh Kumar, Anuj Kumar Sharma, and Kulbhushan Agnihotri. It was published in the Boletim da Sociedade Paranaense de Matemática in 2019, with the DOI 10.5269/bspm.v38i5.35369. The journal's volume and issue information align with the publication date, confirming the paper's existence and the correctness of the provided details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes a real paper titled 'Dynamical analysis of an innovation diffusion model with evaluation period' authored by Rakesh Kumar, Anuj Kumar Sharma, and Kulbhushan Agnihotri. It was published in the Boletim da Sociedade Paranaense de Matemática in 2019, with the DOI 10.5269/bspm.v38i5.35369. The journal's volume and issue information align with the publication date, confirming the paper's existence and the correctness of the provided details."",
  ""confidence"": ""high""
} ",846,169,0.028805,5.708,1,"[""Dynamical analysis of an innovation diffusion model with evaluation period Rakesh Kumar A. Sharma K. Agnihotri""]",,False,,
299,neurips,fabricated,valid,valid,The paper titled 'Robust compositional visual reasoning via language-guided neural module networks' by Arjun Gupta et al. was presented at NeurIPS 2021. The author list and venue are consistent with the available information.,high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'Robust compositional visual reasoning via language-guided neural module networks' by Arjun Gupta et al. was presented at NeurIPS 2021. The author list and venue are consistent with the available information."",
  ""confidence"": ""high""
} ",818,104,0.028085,6.194,1,"[""Robust compositional visual reasoning via language-guided neural module networks Arjun Gupta NeurIPS 2021""]",,False,,
300,neurips,fabricated,fabricated,fabricated,"The reference appears to be a misrepresentation of a real paper. The actual paper titled 'Alignment of spatial genomics data using deep Gaussian processes' was published in Nature Methods in 2023. The lead author is Andrew Jones, not David Jones. Additionally, the title provided in the reference does not match the actual title of the paper.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference appears to be a misrepresentation of a real paper. The actual paper titled 'Alignment of spatial genomics data using deep Gaussian processes' was published in Nature Methods in 2023. The lead author is Andrew Jones, not David Jones. Additionally, the title provided in the reference does not match the actual title of the paper."",
  ""confidence"": ""high""
} ",752,122,0.0281,5.223,1,"[""Gpsa: Gene expression and histology-based spatial alignment David Jones Nature Methods 2023""]",,False,,
301,iclr2026,fabricated,valid,valid,"The reference describes a real article titled 'Emotions are constructed: How brains make meaning' by Lisa Feldman Barrett, published in 'Current Directions in Psychological Science' in 2016. The volume and page numbers (25(6):403-408) match the publication details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real article titled 'Emotions are constructed: How brains make meaning' by Lisa Feldman Barrett, published in 'Current Directions in Psychological Science' in 2016. The volume and page numbers (25(6):403-408) match the publication details."",
  ""confidence"": ""high""
} ",763,113,0.028037,5.949,1,"[""Emotions are constructed: How brains make meaning Lisa Feldman Barrett Current Directions in Psychological Science 2016""]",,False,,
